10044150|ACTARIS|5|METRICm3||15|B|2010-11-08|100|15||0|0|377299.0|344958.0|RADIO INTERNAL RSN: 100139364041 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM?|377299.0|344958.0|RADIO INTERNAL RSN: 100139364041 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM?|O|POTABLE|I|0||1|2WRAD|100139364-041|RADIAN 2way radio||||7 GREYHOUND COURT|||MADELEY|CREWE|CW3 9EA|
10044271|ACTARIS|5|METRICm3||15|B|2010-04-01|100|15||0|0|443262.0|374668.0|RADIO INTERNAL F3 RSN100138849-150 RADIO READ INTERNAL W/C|443262.0|374668.0|RADIO INTERNAL F3 RSN100138849-150 RADIO READ INTERNAL W/C|O|POTABLE|I|0||1|2WRAD|100138849-150|RADIAN 2way radio||||21 HIGH STREET|||STAVELEY|CHESTERFIELD|S43 3UU|
10044275|ACTARIS|5|METRICm3||15|B|2010-04-01|100|15||0|0|443255.0|374769.0|RADIO INTERNAL F3 RSN100139537-091 RADIO READ INTERNAL W/C|443255.0|374769.0|RADIO INTERNAL F3 RSN100139537-091 RADIO READ INTERNAL W/C|O|POTABLE|I|0||1|2WRAD|100139537-091|RADIAN 2way radio|||KEBAB SHOP|21A HIGH STREET|||STAVELEY|CHESTERFIELD|S43 3UU|
10054104|ACTARIS|5|METRICm3||15|B|2010-06-30|100|15||0|0|473687.0|286668.0|RADIO INTERNAL INT INSIDE F/DOOR TO LHS MTR IN CUPBOARD IF NO ANSWER FROM FLATS GOTO NO 89 4 KEYS RSN:100001971-033|473687.0|286668.0|RADIO INTERNAL INT INSIDE F/DOOR TO LHS MTR IN CUPBOARD IF NO ANSWER FROM FLATS GOTO NO 89 4 KEYS RSN:100001971-033|O|POTABLE|I|0||1|2WRAD|100001971-033|RADIAN 2way radio|||FLAT GROUND FLOOR|91 NORTHAMPTON ROAD||||MARKET HARBOROUGH|LE16 9HD|
10055268|ACTARIS|5|METRICm3||42|B|2010-10-01|100|42||0|0|438277.0|373044.0|RADIO CHAMBER RSN 100005735-130 METER IN CHAMBER IN CP NEXT TO BIN STORE BEHIND LP130918 ..|438277.0|373044.0|RADIO CHAMBER RSN 100005735-130 METER IN CHAMBER IN CP NEXT TO BIN STORE BEHIND LP130918 ..|O|POTABLE|O|0||1|2WRAD|100005735-130|RADIAN 2way radio||||SHEFFIELD ROAD||||CHESTERFIELD|S41 8LF|20825474
10058623|ACTARIS|5|METRICm3||22|B|2010-11-13|100|22||0|0|473721.0|288195.0|RADIO BB C/P LHS OF DRIVE BEHIND GATES RSN 10000023440144?GRID REF: 474072;288128?C2 BB CUST FRONT INLINE??C/|473721.0|288195.0|RADIO BB C/P LHS OF DRIVE BEHIND GATES RSN 10000023440144?GRID REF: 474072;288128?C2 BB CUST FRONT INLINE??C/|O|POTABLE|O|0||1|2WRAD|100002344-144|RADIAN 2way radio||||THE RIDGEWAY||||MARKET HARBOROUGH|LE16 7HQ|
10063431|ACTARIS|5|METRICm3||15|B|2010-09-27|100|15||0|0|438071.0|371711.0|RADIO INTERNAL INTERNAL NO LOCATION GIVEN RSN 100333109-152|438071.0|371711.0|RADIO INTERNAL INTERNAL NO LOCATION GIVEN RSN 100333109-152|O|POTABLE|I|0||1|2WRAD|100333109-152|RADIAN 2way radio||||57 NEWBOLD ROAD||||CHESTERFIELD|S41 7PJ|20822568
10067873|ACTARIS|5|METRICm3||15|B|2010-11-30|100|15||0|0|435358.0|378521.0|RADIO CHAMBER MTR IN BBOX - TP LOC IN CARPARK MTR IN CARPARK # LANDLORDS SUPPLY #|435358.0|378521.0|RADIO CHAMBER MTR IN BBOX - TP LOC IN CARPARK MTR IN CARPARK # LANDLORDS SUPPLY #|O|POTABLE|O|0||1|2WRAD|100175049-060|RADIAN 2way radio|||LANDLORDS SUPPLY|2-10 SHEFFIELD ROAD||||DRONFIELD|S18 2DH|
10068147|ACTARIS|5|METRICm3||15|B|2010-11-15|100|15||0|0|379884.0|350740.0|RADIO INTERNAL RSN:100175536087  LOCATION: KITCHEN SINK UNIT¿GRID REF: 379884;350740¿F3 R.|379884.0|350740.0|RADIO INTERNAL RSN:100175536087  LOCATION: KITCHEN SINK UNIT¿GRID REF: 379884;350740¿F3 R.|O|POTABLE|I|0||1|2WRAD|100175536-087|RADIAN 2way radio||||76 CHURCH STREET|||AUDLEY|STOKE-ON-TRENT|ST7 8DA|
10068619|ACTARIS|5|METRICm3||15|B|2010-10-27|100|15||0|0|441593.0|383178.0|RADIO INTERNAL RSN 100334431-223 - RADIO READ - SHOP - OPP MAIN ST|441593.0|383178.0|RADIO INTERNAL RSN 100334431-223 - RADIO READ - SHOP - OPP MAIN ST|O|POTABLE|I|0||1|2WRAD|100334431-223|RADIAN 2way radio|||NEW COURT|SHEFFIELD ROAD|||HACKENTHORPE|SHEFFIELD|S12 4LR|
10069562|ACTARIS|5|METRICm3||15|B|2010-10-29|100|15||0|0|472735.0|287921.0|RADIO INTERNAL RSN 100176708-254  INT (TOILET) TP/RSR OFFICES RHS NR STATUE|472735.0|287921.0|RADIO INTERNAL RSN 100176708-254  INT (TOILET) TP/RSR OFFICES RHS NR STATUE|O|POTABLE|I|0||1|2WRAD|100176708-254|RADIAN 2way radio|||TERMINAL WAREHOUSE|UNION WHARF||||MARKET HARBOROUGH|LE16 7UW|
10072247|ACTARIS|5|METRICm3||15|B|2010-09-24|100|15||0|0|405543.0|380647.0|RADIO INTERNAL RSN: 100177195131 PROPERTY TYPE: MD01 FLAT LOCATION: BATHROOM|405543.0|380647.0|RADIO INTERNAL RSN: 100177195131 PROPERTY TYPE: MD01 FLAT LOCATION: BATHROOM|O|POTABLE|I|0||1|2WRAD|100177195-131|RADIAN 2way radio||||24 HIGH STREET|||CHAPEL-EN-LE-FRITH|HIGH PEAK|SK23 0HD|
10072561|ACTARIS|5|METRICm3||15|B|2010-10-07|100|15||0|0|354197.0|341534.0|RADIO INTERNAL RSN: 100336648039 PROPERTY TYPE: COMMERCIAL LOCATION: GARAGE|354197.0|341534.0|RADIO INTERNAL RSN: 100336648039 PROPERTY TYPE: COMMERCIAL LOCATION: GARAGE|O|POTABLE|I|0||1|2WRAD|100336648-039|RADIAN 2way radio|||HIGH STREET GARAGE|HIGH STREET||||WHITCHURCH|SY13 1AP|24216013
10073899|ACTARIS|5|METRICm3||15|B|2010-09-07|100|15||0|0|354392.0|341536.0|INTERNAL VISUAL VISUAL READ ONLY. NO CYBLE HEAD ON METER. METER BOXED IN, NO ACCESS TO IT. CUST TO PROVIDE READS.|||||POTABLE|I|0||0|||||||42 GREEN END||||WHITCHURCH|SY13 1AA|
10075526|ACTARIS|5|METRICm3||15|B|2010-09-22|100|15||0|0|443047.0|379483.0|RADIO INTERNAL RSN: 100345381063 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM|443047.0|379483.0|RADIO INTERNAL RSN: 100345381063 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM|O|POTABLE|I|0||1|2WRAD|100345381-063|RADIAN 2way radio||||53 MARKET STREET|||ECKINGTON|SHEFFIELD|S21 4EG|20738834
10078876|ACTARIS|5|METRICm3||15|B|2010-10-19|100|15||0|0|437806.0|371425.0|RADIO INTERNAL 100349030-030 THE NEW METER IS LOCATED AT THE FRONT RH CORNER OF THE SHOP Radio SN, 100349030-030|437806.0|371425.0|RADIO INTERNAL 100349030-030 THE NEW METER IS LOCATED AT THE FRONT RH CORNER OF THE SHOP Radio SN, 100349030-030|O|POTABLE|I|0||1|2WRAD|100349030-030|RADIAN 2way radio||||6 ST. MARGARETS DRIVE||||CHESTERFIELD|S40 4SX|
10079753|ACTARIS|5|METRICm3||15|B|2010-09-15|100|15||0|0|443595.0|374378.0|RADIO INTERNAL RSN: 100348089149 PROPERTY TYPE: MD02 SEMI-DETACHED LOCATION: HALLWAY|443595.0|374378.0|RADIO INTERNAL RSN: 100348089149 PROPERTY TYPE: MD02 SEMI-DETACHED LOCATION: HALLWAY|O|POTABLE|I|0||1|2WRAD|100348089-149|RADIAN 2way radio|||TRANCO GENERATORS|FAN ROAD|||STAVELEY|CHESTERFIELD|S43 3PT|52216247
10080321|ACTARIS|5|METRICm3||15|B|2010-12-10|100|15||0|0|436287.0|370657.0|RADIO INTERNAL RSN 100353227-035  - (TP/RC 97535938) UNDER KITCHEN SINK|436287.0|370657.0|RADIO INTERNAL RSN 100353227-035  - (TP/RC 97535938) UNDER KITCHEN SINK|O|POTABLE|I|0||1|2WRAD|100353227-035|RADIAN 2way radio||||477A CHATSWORTH ROAD||||CHESTERFIELD|S40 3AD|
10080387|ACTARIS|5|METRICm3||15|B|2010-11-29|100|15||0|0|354598.0|341449.0|RADIO INTERNAL RSN:100351052012 COMMERCIAL - GRID REF: 354598;341449¿F3 RADIO INTERNAL¿¿RSN:100351052012 COMMERCI.|354598.0|341449.0|RADIO INTERNAL RSN:100351052012 COMMERCIAL - GRID REF: 354598;341449¿F3 RADIO INTERNAL¿¿RSN:100351052012 COMMERCI.|O|POTABLE|I|0||1|2WRAD|100351052-012|RADIAN 2way radio||||14 STATION ROAD||||WHITCHURCH|SY13 1RE|
10081623|ACTARIS|5|METRICm3||15|B|2010-10-15|100|15||0|0|355912.0|204513.0|RADIO INTERNAL WC cloakroom - 100350007-083|355912.0|204513.0|RADIO INTERNAL WC cloakroom - 100350007-083|O|POTABLE|I|0||1|2WRAD|100350007-083|RADIAN 2way radio|||THE PANTRY|HIGH STREET|||ST BRIAVELS|LYDNEY|GL15 6TA|
10084671|ACTARIS|5|METRICm3||15|B|2010-11-02|100|15||0|0|486694.0|299763.0|RADIO INTERNAL RSN: 100188870194 PROPERTY TYPE: COMMERCIAL LOCATION: KITCHEN SINK UNIT|486694.0|299763.0|RADIO INTERNAL RSN: 100188870194 PROPERTY TYPE: COMMERCIAL LOCATION: KITCHEN SINK UNIT|O|POTABLE|I|0||1|2WRAD|100188870-194|RADIAN 2way radio||||1 HOPES YARD|||UPPINGHAM|OAKHAM|LE15 9QQ|
10084864|ACTARIS|5|METRICm3||15|B|2011-07-18|100|15||0|0|382809.0|352802.0|RADIO INTERNAL RSN: 100187999230  LOCATION: WC CLOAKROOM -.|382809.0|352802.0|RADIO INTERNAL RSN: 100187999230  LOCATION: WC CLOAKROOM -.|O|POTABLE|I|0||1|2WRAD|100187999-230|RADIAN 2way radio||||ASHENOUGH ROAD|||TALKE PITS|STOKE-ON-TRENT|ST7 1ST|
10084940|ACTARIS|5|METRICm3||15|B|2010-12-01|100|15||0|0|383840.0|354456.0|RADIO INTERNAL Toilet - RSN 100187931-162|383840.0|354456.0|RADIO INTERNAL Toilet - RSN 100187931-162|O|POTABLE|I|0||1|2WRAD|100187931-162|RADIAN 2way radio||||27-29 LIVERPOOL ROAD|||KIDSGROVE|STOKE-ON-TRENT|ST7 1EA|
10084956|ACTARIS|5|METRICm3||15|B|2010-11-23|100|15||0|0|329826.0|336448.0|RADIO INTERNAL KITCHEN CUPBOARD RSN100187952|329826.0|336448.0|RADIO INTERNAL KITCHEN CUPBOARD RSN100187952|O|POTABLE|I|0||1|2WRAD|100187952|RADIAN 2way radio|||GLEDRID|CHIRK||||WREXHAM|LL14 5DG|
10084958|ACTARIS|5|METRICm3||15|B|2010-11-23|100|15||0|0|329798.0|337073.0|RADIO INTERNAL TYPE: COMMERCIAL LOCATION: IN KITCHEN - GRID REF: 329915;336858#F3 RADIO INTERNAL#. RSN: 100187947-146|329798.0|337073.0|RADIO INTERNAL TYPE: COMMERCIAL LOCATION: IN KITCHEN - GRID REF: 329915;336858#F3 RADIO INTERNAL#. RSN: 100187947-146|O|POTABLE|I|0||1|2WRAD|100187947-146|RADIAN 2way radio|||GLEDRID|CHIRK||||WREXHAM|LL14 5DG|
10085029|ACTARIS|5|METRICm3||15|B|2010-11-19|100|15||0|0|473574.0|287217.0|RADIO INTERNAL RSN100188362-116  CELLAR - : 473574;287217¿F3 RADIO INTERNAL¿¿RSN100188362-116|473574.0|287217.0|RADIO INTERNAL RSN100188362-116  CELLAR - : 473574;287217¿F3 RADIO INTERNAL¿¿RSN100188362-116|O|POTABLE|I|0||1|2WRAD|100188362-116|RADIAN 2way radio||||30 ST MARYS ROAD||||MARKET HARBOROUGH|LE16 7DU|
10085590|ACTARIS|5|METRICm3||15|B|2010-12-09|100|15||0|0|439649.0|369442.0|RADIO INTERNAL RADIO READ 1008559 (RSN 100335210255) WC.|439649.0|369442.0|RADIO INTERNAL RADIO READ 1008559 (RSN 100335210255) WC.|O|POTABLE|I|0||1|2WRAD|100335210-255|RADIAN 2way radio|||SHOP|22 MANSFIELD ROAD|||HASLAND|CHESTERFIELD|S41 0JA|
10089815|ACTARIS|5|METRICm3||15|B|2010-06-11|100|15||0|0|436265.0|373489.0|RADIO INTERNAL COMMERCIAL W/C|436265.0|373489.0|RADIO INTERNAL COMMERCIAL W/C|O|POTABLE|I|0||1|2WRAD|100200643-086|RADIAN 2way radio||||158 KESWICK DRIVE||||CHESTERFIELD|S41 8HH|
10092058|ACTARIS|5|METRICm3||15|B|2010-12-06|100|15||0|0|481830.0|301224.0|RADIO INTERNAL RSN 100202115-080 INSIDE SMALL STONE BLD WITH ELECTRIC BOX ON IN MTR IN CUPBOARD-SK81837 01134.|481830.0|301224.0|RADIO INTERNAL RSN 100202115-080 INSIDE SMALL STONE BLD WITH ELECTRIC BOX ON IN MTR IN CUPBOARD-SK81837 01134.|O|POTABLE|I|0||1|2WRAD|100202115-080|RADIAN 2way radio|||PAVILLION|LITTLEWORTH LANE|||BELTON IN RUTLAND|OAKHAM|LE15 9JZ|
10093470|ACTARIS|5|METRICm3||15|B|2010-11-04|100|15||0|0|440436.0|363769.0|RADIO INTERNAL RSN100201051-148  KITCHEN?|440436.0|363769.0|RADIO INTERNAL RSN100201051-148  KITCHEN?|O|POTABLE|I|0||1|2WRAD|100201051-148|RADIAN 2way radio|||CONEY GREEN BUSINESS CENTRE|WINGFIELD VIEW|||CLAY CROSS|CHESTERFIELD|S45 9JW|
10093998|ACTARIS|5|METRICm3||15|B|2010-10-27|100|15||0|0|474330.0|287819.0|BOUNDARY BOX MTR BHND WDN DR LHS OF YRD NR CONVEYOR BELT SP 74301 87771 GPS 474510 287398|474330.0|287819.0|BOUNDARY BOX MTR BHND WDN DR LHS OF YRD NR CONVEYOR BELT SP 74301 87771 GPS 474510 287398|O|POTABLE|O|0||1|2WRAD|100001525-105|RADIAN 2way radio|||GROUND FLOOR|ROCKINGHAM ROAD||||MARKET HARBOROUGH|LE16 7QE|
10094717|ACTARIS|5|METRICm3||15|B|2010-10-16|100|15||0|0|473503.0|287239.0|RADIO INTERNAL RSN: 100005505109 PROPERTY TYPE: COMMERCIAL LOCATION: HALLWAY|473503.0|287239.0|RADIO INTERNAL RSN: 100005505109 PROPERTY TYPE: COMMERCIAL LOCATION: HALLWAY|O|POTABLE|I|0||1|2WRAD|100005505-109|RADIAN 2way radio|||ST MARY'S HOUSE 1-7|ST MARYS ROAD||||MARKET HARBOROUGH|LE16 7DS|
10094771|ACTARIS|5|METRICm3||15|B|2010-10-14|100|15||0|0|438866.0|383514.0|RADIO INTERNAL (TP/LSF) 95031954 - BOILER ROOM - COMMERCIAL RSN:10-0005080-038|438866.0|383514.0|RADIO INTERNAL (TP/LSF) 95031954 - BOILER ROOM - COMMERCIAL RSN:10-0005080-038|O|POTABLE|I|0||1|2WRAD|100005080-038|RADIAN 2way radio||||45-49 JAUNTY WAY||||SHEFFIELD|S12 3DZ|
10095682|ACTARIS|5|METRICm3||15|B|2010-11-15|100|15||0|0|437052.0|373348.0|RADIO INTERNAL RSN100208080172 - : 437052;373348¿TP / [ADDED BY SCRIBE]¿¿RSN100208080172¿¿TP/RC 98693024 KI.|437052.0|373348.0|RADIO INTERNAL RSN100208080172 - : 437052;373348¿TP / [ADDED BY SCRIBE]¿¿RSN100208080172¿¿TP/RC 98693024 KI.|O|POTABLE|I|0||1|2WRAD|100208080-172|RADIAN 2way radio||||4 LITTLEMOOR CENTRE||||CHESTERFIELD|S41 8QW|
10111471|ACTARIS|5|METRICm3||15|B|2011-01-10|100|15||0|0|438855.0|369626.0|INTERNAL VISUAL INT MTR UNDER SINK|438855.0|369626.0|INTERNAL VISUAL INT MTR UNDER SINK|O|POTABLE|I|0||1|2WRAD|100903874-212|RADIAN 2way radio||||46 STORFORTH LANE TRADING ESTATE|||HASLAND|CHESTERFIELD|S41 0QR|
10111495|ACTARIS|5|METRICm3||15|B|2011-01-12|100|15||0|0|467695.0|293558.0|RADIO INTERNAL RSN 100904017-064 (TP/FR) TOILET RSN:RSN 100904017-064|467695.0|293558.0|RADIO INTERNAL RSN 100904017-064 (TP/FR) TOILET RSN:RSN 100904017-064|O|POTABLE|I|0||1|2WRAD|100904017-064|RADIAN 2way radio||||20 HALFORD ROAD|||KIBWORTH|LEICESTER|LE8 0HN|
10112229|ACTARIS|5|METRICm3||15|B|2011-01-10|100|15||0|0|405773.0|380736.0|RADIO INTERNAL RSN: 100260461052 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM RSN:100260461052|405773.0|380736.0|RADIO INTERNAL RSN: 100260461052 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM RSN:100260461052|O|POTABLE|I|0||1|2WRAD|100260461-052|RADIAN 2way radio||||12 MARKET STREET|||CHAPEL-EN-LE-FRITH|HIGH PEAK|SK23 0HH|
10112274|ACTARIS|5|METRICm3||15|B|2011-01-10|100|15||0|0|382725.0|354362.0|RADIO INTERNAL INT INSIDE BUTTERMILK DANCE CENTRE SIDE OF CO-OP.CALL 3 TO 4PM TEL 01782 771771 MTR IN CUPBOARD RIGH T OF KITCHEN AREA BY CHAIRS AND TABLE RSN 100260418-027|382725.0|354362.0|RADIO INTERNAL INT INSIDE BUTTERMILK DANCE CENTRE SIDE OF CO-OP.CALL 3 TO 4PM TEL 01782 771771 MTR IN CUPBOARD RIGH T OF KITCHEN AREA BY CHAIRS AND TABLE RSN 100260418-027|O|POTABLE|I|0||1|2WRAD|100260418-027|RADIAN 2way radio|||ONE SURE INSURANCE LTD|142-154 CONGLETON ROAD|||TALKE|STOKE-ON-TRENT|ST7 1LX|
10112372|ACTARIS|5|METRICm3||15|B|2011-02-28|100|15||0|0|438489.0|374811.0|TP LOCATION UNKNOWN RSN: 100393789202 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM RSN:100393789202|438489.0|374811.0|TP LOCATION UNKNOWN RSN: 100393789202 PROPERTY TYPE: COMMERCIAL LOCATION: WC CLOAKROOM RSN:100393789202|O|POTABLE|I|0||1|2WRAD|100393789-202|RADIAN 2way radio|||UNIT 24|STATION LANE|||OLD WHITTINGTON|CHESTERFIELD|S41 9NR|
10113924|ACTARIS|5|METRICm3||15|B|2011-01-11|100|15||0|0|436410.0|375316.0|RADIO INTERNAL RSN: 100263504152  GPS38683 73655.|436410.0|375316.0|RADIO INTERNAL RSN: 100263504152  GPS38683 73655.|O|POTABLE|I|0||1|2WRAD|100263504-152|RADIAN 2way radio||||BRIMINGTON ROAD NORTH||||CHESTERFIELD|S41 9BE|
